Text,toxic
ye kia zalalt ha,1
zaleel logo k liye zalalat he hoti ha,1
bhag ja idhar se kalay,0
chup kro yr jahilo..,1
bc dono lanti ho tm log,1
Aik Bar Mil jaye ye bhrwa Sala Bhosrika Reply Nh Karta Phattu,1
Tu bhi chutiya Hai aur wo bhi harami,1
Phatoo hai ye pet peche hee Kar skta hai war.,1
samnay himmat nahi.. na mard,0
Apni zaban to thik Karo usko bol rahy ho wo to hai he gaalt,0
Chutiye ye Hindustani,1
ye to hijhron ke tarhan chop chop kar war kar rah hy,1
Phatto hai ye hindustani,1
Falto Ki Bhot Bakwas Krrata ha tu,1
fazool bndo ko dafa karo,0
Chup kar be kutte,1
ye bhara behanchod insan hy,1
maro is kutty ki,1
Isne bahot bada chutiyapa kiya hai strike mar ke,1
bhai tu pagl toh nhi he,0
to kaam karna bhadway,1
HINDUSTANI KUTTA,1
nach bharwe nach gando,1
aby is gandu ko bhaga ye bata live ara hai ya ni,1
ye pakistan me beghairti dikha rha hy wese bhi.,1
Bhai is Indian kutty ka channel ko report karo,1
Indian hy hi phattu saly,1
indian ha to phattu qoam,1
Lannat is chutiya py phatu Hindustani chutiya,1
car mein bth ke dhamki de sakta hai tu bas,0
INDIAN HINDU NA MARD HE HAIN SALAY YE MARD KY BACHAY NAHI HAIN,0
G0bar Khaa0 M00t Pe000 Qaum Par 1000 Bar Lannat,1
Tere hi mulk me tere hi logo ne tujhe baal pakad pakad ke.. ghasit ghasit kr pita tha.,0
Allah ka nam lo bhai beghairt,1
tm ase harkate kar rahe ho.. Khuch shrm karo..,0
kitna bagrat kutta huo tum,1
Waqar tu chuttyia Hai saiii m,1
Kitne Ghaleez Kiasam ke Insan ho tum,1
tum log Musalman Ke Naam Par dhabba Ho,0
Jahhil kuta waqar gnday khndan ka,1
Begherat aadmi Waqar Zaka illuminati ki tatti khata hai ..,1
Teri waja se hi ye aafat aai hai doob k mar ja,0
neem ka patta karwa hai is video ko dislike krne wala bharwa hai,1
isski zuban guttar sy bi zahida buri ha,0
kio sharam hai tumko,0
itnay fame Kay tum liaq hi ni ho,0
you tube pay galiyan bakta ha,0
Bhai yeh Pakistani crona sa nahi apni jahalat sa marain ga,1
​yeh Kia Randi khana hai,1
​Waqar Saste Nashe Maar Ke Baitha Hai,0
Lant h tm logo par gay ka pishap pina walon,1
Ye pedaishy gatar K keery hain,0
Lanat ho bharti qom,1
bharwa waqar zaka randii rona karwaraha hai,1
​bdsk to larai kar wady,1
band kar do Waqar bharwe se bat,1
​Larai karwa di Na waqar,0
​waqar zaka phada karwane wali phupo lag rahi ha,0
​dafa karoo in ko,0
ye sub jahil aik jaga jama hain,1
nihayat he ghatiya log hain,1
​aamir bharwe ko bulaaa,1
​gandu mari call lo,1
amir liaquat ki phat rhi ha,0
​yar kia ganda jiya banda aye amir,0
​kitna harami hai waqar,1
​heramiyon ka baaap agaya,1
​Teri koi nae sunta saly,0
han bigaro tum awan ko mazeeed,0
wesay he ye awam gandu ha,1
neech awam ha ye,1
kesi ghaleez qaom ha ye,1
ye hain he ghaleez salay,1
pagal hain Bc..,0
lanat in haramzado per,1
Ye kuty pagal ho gy he mudi k,1
Hindo intahi jahal kom ha,1
Mootaar pe pe k pagal ho rhy hy,1
India aik jahil mulk hai,1
apka pura khandan kanjar,1
Buhat ghalat baat hai..,0
Aby dajaaal ko polio hogya kiy,0
Itna chutiya nahi hosakta yaar dajjal .,1
Haan bilkul yeh Dajjal ka lund hai..,1
"Dajjal se pochlo aik bar,, ye post parhke uski Gand jal gae hogi.",1
Dajjal ka tatta lg rha hy,1
Dajjal ko bh sharam ajaye isey dkh k,0
ye bhosdiwala zabardasti ka hindustani bhau ban raha hay,1
Trimmer Lao bc dajjal k baal kaathay hain,0
yeh kuss k choday khud tou marengy sabko sath le k marengy,1
jani ye harami bacha hai sb pta hai isko,1
bharve ki hawas to dekho,1
Lanat e kabeera scan karne ka dill kr rha hai pichle 2 hafte se,1
waqar chtiyae mere comment prh rha ha,1
kiitni gannddi choice hay,0
​Bakwass band kroo barwaoooo,1
arr waqar is barway ki call band krrr,1
​ak se bar ak herami,1
​Bakwas saaly,0
sara shehar band kardo koi sala bahar na ay,0
pura shehar he chutiya ha,1
kia saray ghatiya log rehtay hain is shehar me,0
​yeah chutiyah kn hy sath tere,1
bhai harami kaam karahay ho islami batay na lao gandu,1
​ya fake hai bc abia chutiya bana rha hai,1
LAKH DI LANAT TERE MUH TY,1
Youtiyas like Tumhare baap ka tax hai jo chor dien,0
Sharam kia karo kuch,0
chutiya ap ho gay ho,1
pehle apna to karwao yahan bhi gaand pehla rahe ho,0
intahi behuda banda ha,0
intahi ganda banda ha,0
Inka bycot karo or aisey besharam logo ko value hi na do,1
Lanat ho tum per Maria B Lanat,1
Is kanjar ko dandy marny chahye thy,1
Laaanat ho humare mulk k law pe,1
is ganjay kuttay ko jutay maro,1
Maria b servant b insan hoty han jahil,1
Kamenay log maria b ko arrest karna chahay,1
Itni insult kafi h bagrat,1
Jhothe log Hein ye.,1
Ban kero in ko dafa kero Maria b ka saman,1
"Begherat, besharam couple,",1
Theak kaha ap ne Beghairati ki had hai,1
yeh hen parhay likhay jahil,1
Kuttay ki mout maren ge dono,1
Maria B ghatiya logo ki waj say Mulk kharb ha,1
en ko 1 sal ki jail honi chiaya,0
Kutti Maria b..,1
Maria b nd husband ko sakhth chethr parne chaheye,0
Lanat hai maria tm par jahil aurat,1
Lanat hai mulk ke kanoon par,1
Hum bicoat ker gye is orat k kapro ka..,0
Kashmir me kutte ki maut maar giraya tha.,1
Es jaisi lanti orat ko kia parwa logo ki,1
Is tind walay gandoo ki gaand nangi kar kay thora sa taray meeray ka tail laga kar iski gaand laal kar daini chahiyay chitron say.,1
Kutti kutti Maria b...,1
Sb se barah dalla Imran Khan kutty ka bacha..mulk k liye khatra ha,1
sharm ani chi ha imran khan ko,0
fuck off beghairat jahill...,1
Phenti ki zururat hia in ko....wo bi Ulta ker k,0
Maria B ko hamisha k leiy khatm kr day,1
Maria B se ziyada tum dono top ke kanjar ho kutey ke bacho,1
mulk par azaab aaya hua hy aur tum dono mazak kar rahe ho,0
Lanat is mulk k kanoon per,1
Boht gehtya log Han yea,1
Maria b shram sy doob marooo,0
Ek to chori upar se Sina zori kameeno,0
jori nahe zori hota hai chutiye,1
Lanat poori zindgi pr,1
Behgharat orat Maria b,1
Yeh hamari Ashrafiya ka Ganda Chehra ha,0
Kuttay ki mout maren ge dono gando,1
Maria B ghatiya logo ki waj say Mulk kharb ha en ko 1 sal ki jail honi chiaya,0
Lanat hai mulk ke kanoon par jo amir or ghareeb ke liye different hai,1
Es jaisi lanti orat ko kia parwa logo ki,1
​baigarati ki hadd hai,1
​tu toh ha hi begarat khandan se,1
Phenti ki zururat hia in ko..,0
Maria b k kapro ka bicort karo,0
karachi ki maa chod kar apne apne gaon jatay hua siraiki,1
Yar ajeeb chutya admi hai.,1
Lant ho kafro pr modi pr,1
Bay gharti ke bi had hoti hay,1
kahay ki treat bharway,1
gand me ghuss jaye gi phir,1
ABY CHUTIYE PAKISTAN KI IMAGE KHARAB HOGI,1
Allah sy daro jahil insan pori qoum ko gandy kamo py lga dya,1
Fahashi phela rha h ye admi.,0
Allah ki lanat ho tm py wakar zaka,1
BAKCHODO K SATH BAKCHODIAN CHL RAHI HN,1
Amir liaqat iNsAn nA hOtA to ghada hOtA,1
Insan b ni bol skty esy. khotay ko,1
ye koi aala nasal ka neech insan ha,1
khinzeer se bhi badtar ha tu,1
bhag yahan se kanjar,1
Lanat teri shakal pe amir Liaquat doob mar,1
Bot Bara jahil insan h amir,1
Sharim Ane chaye ise. Lanti,1
Shakal sy he begirt lanti lagta hai sala,1
ganda ha sala hrami,1
Amir liaqat khanzeer bharwa kuta sala,1
Insan na hota to khota hota tu,1
Amir liaquat khuley aam he sanam baloch p line mar raha hai besharam,1
IS KUTTY KO DUNYA KI HR LARKI CHAIYE,1
Amir Liiaqat khabees aur Lanti insan hai,1
Belkul ya boooooot baraaa gandu or Kese kotty Ke Olad ha..,1
Amir ki tareekh paidaish py lanat,1
Eski bund maro penchod shaks ha ye dallah,1
Pagl syco insan arrogant bkri ki trha main main krny wala,1
Paisa ke leye ye kuch bi ker skta he ....amir = 1000 harami,1
Amir liaqat na hota Tau ye bohat Bara tharki hota,1
Kitna bywaqoof bnda hy teri aik aik bt sun k tujy lanat krny ko g cha raha hy,1
Harmi ha ye kotaaa,1
Ye itna ganda aadmi wahiyat hevan ...tharki,1
laaaaanaaaaat hu ap par,1
Kitna lanti insan he behn ko behn nhi manta kanjar,1
Tharki ha Sala Doctor,1
Tom dono pr Lant,1
KUTY HARAMI TU DURAMEBAZ B NA HOTA TO TU KUTA HOTA SALY AMIR,1
Thurki begerat haramda,1
Bilawel Bhutto siaset Dan na hotta to amir Liaqet ki maar raha hota,0
Amir to kuta ban giya Hai,1
bigrat b h kuta b h kanjr aur mre pas abi asy alfaz ni hn jo us ki tareef ma byan kr sakon,1
Ya amir Liaqat ak kotta admi hai,1
Amir liaqat jaisa harami poori duniya mein nai hay .,1
amir liyaqat bkwas person,1
Begairet insaan Aamir liaqet,1
Amir Liaqat mansoor. na jo kar dar kia ha Lanat ho,1
y esa shakhs h k es ko apny ilawa hr insan fazool lgta pabndi hni chahye es pa,1
Amir barway ko utha do,1
Amir kutta hy,1
Ye bighairat koty ka bacha,1
Kanjar Amir liaqat,1
Kameeno ka kameena Liyaqat,1
Tharki gandoo hai ye buhat harami,1
ye bht lanti insan h bht bagerat h ye,1
aaa bohat bara gandooo,1
Intahai kamina insan,1
Kuta kamina h aamir liaquat,1
Yeah bsdk Amir ko apny Program main as a guest na bulaya kro Kutty Ka bcha,1
tu to pakistan ka naam dhul m mita raha hKamina sala chutia,1
pagl hogya hy.,0
Kitna harami tha subscribers bharane k lea tu ne kitni marwae hai,1
Yeh harami ha is ki baten mat sunen.,1
tabah ho jao kamine,1
Kutte ki poonch seedhi ho skti hai pr ye chutiya nahi..,1
Sala pagal h ye,1
Lanat bhejta hon Wah cantt se Qabool kren,1
Lant bygerat randy ka beachy per,1
Gandu Amir liaqat,1
Pakistani Host Sub Kus Ki Bachei Hain Amir Liaqat Shaitaaan Insaaan,1
Bohat gandy ho Amir liaqat,1
tum chasky le rhy ho bgerat insan,1
yar iss chutiyaa ko tu na hi bulaya kro shows main.....,1
ajeb admi mjhy bht bura lgta hy ya,0
Bay sharam ha ye kuta,1
Amir kuta ha Sala ramzan me sgi hojata ham dino me tharki hojata hai,1
lota ye hai jahan dekhta hai pesa wahan lurdak jata hai,1
mran Khan ne tu Pakistan Ko tabah kar dia hai,0
lahnat hai in sab hukmarano per,1
Sala harami Munafiq Insan,1
Pta nai bsdk MNA kaisy bn gya jahil insan,1
Amir liaquat chichora no 1 hai,1
Agr ye Amir Liaquat host na hote to kisi tawayef ke kote pr dalal hote.,1
ghtyaaa tareen admi ha ye,1
Dunya ka Sab se Bada Harami aor Monafiq jhoota Adami,1
be gairat harami Amir liqat ki haqeeqat dekho,1
amer liyakat kamina,1
Kanjro ka sard amir begrto k aamam be amir,1
Kon kon amir lyaqat lanti lgta he,1
Tharki aur ganda banda hai rajj ke,1
Amir laiqat aghar anchor na hota Tu khwaja saraaoo ky staH nachta,1
Bhot beghairat admi hai is ko sharam b nhi ati k see batein krta hain,1
Waqi main tharki kutta ha,1
Kitna ye ghtia bnda h saf ptta chl rha k host pe line mar ra h full hrami kahin ka,1
Ye amir liaqat nhe harami he jo apne apko bohat sharif show Karta he,1
"Boht bdtameez,ghaleez aur jahil hai",1
Boht he ghaleez aadmi hogya hy amir laiquat.....,1
"Buhat hi be-haya , be-gairat , munafiq , kamina ,kanjar , soor qisam ka admi ha ye",1
Amir liaquat ko hosting mn kon foolish insaan le leta ha,0
bahut beghairat aur be sharm ho,1
musharaff nei begharti philai,1
lanat is fazol admi py,1
Amir liaquat Agr host Na hota to sala gando hota,1
Aamir liaqat ek behooda aur bad kirdar insan hen,1
es ko to joote marne chahye,0
Amir liaqut... PAKISTAN KA AKHRI LAFANGA,1
Hrami to yah confirm ha mujy to yah gandu be lagta h,1
Amir liaquat jamadar hota,1
ye admi boht jhota or kamina hy,1
Amir liaqat Kuty ka bacha hai ye,1
Nawaz Sharif AGr politics mn Na hota to Daket hota,1
Lakh lanat amir tujh py salay,1
knjri ka becha is saly ko saryaam chonk me phansi daini chahiya,1
ye kutte ka bcha har kisi ko line marne lg jata hai,1
Bakwas admi amir liyaqat,1
Gandoo harami ka bacha Amir lanat.,1
Kanjroon k sath beth k Kanjar ban jata hy...,1
Lakh di lanat kanjar tery pay,1
Tm b bdmash ho aur Musharraf b bdmash hy,1
Amir liyaqat aur khanzeer man koi faraq nhi,1
Gatya insan Aamir kotta bloody harami,1
Amir liaqat or musharf 2no kutte he,1
Amir liaquat Kuta hai insan nhi,1
Kute me Koch tameez ho ga liken leyaqat khanzeer me nhi,1
Lanti or munafiq admi hy ye mqm ka nmk hram kutaa,1
Yra bra harami h amir,1
Amir lyqat nahayat he ghtya insan hai,1
Ye intehaye begharat aur monafiq barwa hy,1
Kis harami ka interview lay rahi.,1
Kia fuzool program hay....,0
bilkul he farigh program ha,0
aray itna ghtiya show,1
1no ka ghatiya program,1
farigh tareen program,0
log bhi saray farigh hain,0
salay kahan se ajatay hain subha subha farigh kahin k,0
sahi farigh aurten hain,0
subha koi kaam nai ha muu utha k morning show me chali jati hain,0
Boht he gandha r harami bnda ha ye,1
Intehaai jahil insaan hai amir liaqat,1
Kitna chichora hai ye banda Tauba,1
Kuta numbr one hai ye islamic scholar nh irratator hai,1
Yra ya amir liaqat muja ya ap logoon ko hi nhi ya pora pakistan ko zehr lagta ha,1
ksm sa ya bht hi ajeeeb gatya admi ha,1
3rd class gatya ha na deeen k bara ma pta na kuch,1
bat krna ki is banda ko tameeez ni,0
ajeeeb o gareeeb admi ha,0
Aur ap hijra hote Liaqat chotye,1
Wah oye morning show ky nam py bakwas,1
"bakwas show , bakwas log",1
kahan se ajatay hain itnay fairgh log,0
bohat he fairgh qoam ha koi ye,0
aisay farigh log hongay to lora qoam taraqi karay gi,1
han lora he taraqi karay gi,1
lanat ho is kutty pr,1
Ye humayon saeed k baray main apnay dil ke bta rha he ghtya insan,1
phele tm awam apni hrkatein tou thk krlo,0
Tum sab aik jaisy ho tum khud kitny doodh k dholy ho sab ko maloom hy,0
aik he thali k begarat hain sub,1
sub mil bat k kha rahay hain mulk ko kameenay,1
jis ko jahan moka mila usne waha khaya ha mulk ko begarat hukmaran,1
ye saray neech ki naslayen hain,1
ye gandi ooladain hain ye log,1
saray he ganday log hain yahan,0
ye log is mulk ki jarayen kaaat rahay hain nasoor k bachay,1
Sary k sary Haram khor hain,1
Hram khor ni hen hram ke adat lag gi ha taky taky Ka bnday hen,1
pakistani anchors sary kiraey key tattoo hy sach bolny wala koi nahi hy,1
Sab pak army ke tattu he,1
hamari army bhi bohat corrupt ha,0
ye bata ap logo ko manni para gi k army bhi corrruption me mulawis ha,1
army me bhi baray kanjar bethay hain,1
ye general or kernal bohat say begarat or kameenay hain,1
army me bi bhosri walay bethay hain bohat say,1
bht ghatya log hoty hn ye,1
Courpution or extremism ne pakistan ko badnam kya ha,0
Lannat lannaat aur lannat in sub hukumrano pe,1
App bot bukwas kr ry hn,1
Amir liaqat bra hi begarat or kameena shakhs hy ye buht bra daag hy behnchood kutta,1
Yeh be gairat hi rahae ga.,1
Kota ka bacha ha yha,1
Amir liaqat Ganda ho kuta ho,1
Tu kyun peda hogaya pehly he begrti kam ha kia is duniya main,1
Chotya banda ha amir liqat....,1
Tu bhi knjr ka bcha h mdr choud doctr h tu kutty k bchy tu shef hi lgta h ghtya insan,1
Bht bura lagta ye amir,0
Kanjar insan Aamir liaqaut,1
Amir Laiqat Harami kism ka bnda he ise jotiya marni chahiye,1
Wesy sb ko shram ani chahy kisi k mutaliq b gatya bat krty hoey shame on you,1
is kutte ka munh laaal peela kr deti.....,1
Ghatia insan hai Geo chanal ne es ghatia ko parmot Kia hai,1
Ghatyaa admi ..shetaan .lanat he us per ..,1
Lanat amir tujh pr,1
Amir liyaqat par lanat ha,1
Sanam baloch ...bitch...lanaat ho,1
Morning show ke naam pe musalman khawateen ko gumraah kiya ja raha hay .,0
in tamam ghatiya morning shows ko band kar dena chahiye,1
nehiyat he bekar shows a rahy hain,0
tv pe sirf begarty he reh gai ha dekhanay ko,1
subha se sham tak sirf ghatiya pan he chalta ha tv,1
saray media houses ghalazat dikha rahay hain,0
in show pe anay walay log bhi ghatiya hain,1
ghatiya jaga pe ghatiya log he jama hongay,1
Lanaat aise lariyon pe Allah garak kare ameen,1
tw yeh bagairat khud karwati hain aise kaam paisay kamanay k liye,1
ajj kl ki Larkiyaan bagairat hain,1
lanat ho in par,1
CHAL BARRWAE PAKISTAN MA NA SUNA NA DEKA MA KHUD MEDIA SE HON,1
ZALIL INSAN APNI STORY SUNA RAHAE BEHNCHOD,1
Kitna harami insan hay yeah video bananay wala,1
Lakh di lant teri soch pr,1
Lakh di lanat bonle wale par,1
Aapki baton main sachai nai ha jhooot bolatay ho,0
bilkul jhoot bakwas ha ye,1
ye banda he bakwas ha,1
amir liaqat bhudda bohat bura lagta ha,0
Ye “NASHRIYATI RANDI” hai is k siwa kuch nahi,1
O bhai jata jata k q day raha hy vo bhokay nai,0
kanjar khana kar k nai kamaty hak halal mehnat kar rahay hain,1
ghatia insan hay,0
ye dhobi ka kutta ha,1
munafiq aadmi ha ye,1
Ya kutty ke wo nasal hey h jis ka kch pata nae,1
aam nai laya meethay me sath hain bharway,1
wo ye khabees insan hai,1
is se bara koi munafeeq ni hai,0
Munafiq adat hai iski,0
yeh shaks trust karne k like nahi,0
Kitne madarchod hyna app amir bhai,1
jhoota admi biwi se banwa k lekar aiya hoga,0
yeh sirf awam ko bewaqoof hi bana sakta hai,0
Bhangi.... bhangi hai yeh b.c.,0
Yar yeh sahi bachodda hai,1
Lanat hy tum per Mr Amir!,1
Ye dosra Altaf hussain banta ja raha hai bhosri wala,1
Randi ka bacha hy ye,1
Pagal lagg raha hi overacting kr raha hi,1
Bohat bara dramaybaz hay yeh BC.,0
s kanjar per kabhi bharosa mat kerna.,1
.iska koi deen amaan nahe.,0
Apnay hathoo aur zaban sy yeah sub ko chutiya bana raha ek zamanay sy..,1
yeah fraud hai phir bhi baaz nahi attai,0
kanjar party men kanjar hi jate hn,1
leader hi knjr h Sala naehal,1
pak k beda gark kr Dia Niyazi,0
bagairat ata bi nhi hai kam krne kuch,1
pata nahi kitny kanjar mary hon ge to ye harami peda huwa hoga,1
Harami agar koi kaam Kar rha ha to video kiun bana Kar share rha ha baigarat,1
Bahut hi koi bara harami hai ye,1
Dikhaawa karna koi is se seekhe. Besharam ka bacha ...,0
Sai harami banda hai,1
Yaaar ye bhen chod calculated harami hey,1
wah kia baat ha calculated harami,1
Pata nhe ye paidaishi aisa hai ya camera dekh kar ho jata hai. Mirasiyon ka sardar,0
publicity stunt hai chichoorapan h hai,1
Amir liaqat pagal hogaya hai,0
loag nahi honge warna jootay partay is ko,0
Waah waah vdo b bana li henn Bharwe,1
Bolta kitna hai madarchood,1
bolne ka he to fan ha bharway k pass,1
bolne k he to paisay leta ha ye kanjar,1
nihayat he neech banda ha bhae,1
Aaj kal yehi reh gya hai chutiyapa,1
Chichora aadmi yahan per bhi show bazi kar raha hai.,1
Khandaan ki satai howi phuphoo jesa behave ker raha he,0
Cheap aurat lag raha he dete howe.,0
Acting achi ha laken cheapness zaida ha,0
Aby chutya garibo ko bat,1
corona se bara virus h pakistan k lie,0
Indian daramy khatam ho gae ais ka darama khatam nai ho raha,0
loot k kha gae kameenay,1
video bana k to dunya main dikhawa karna hua na,0
Bohat Bara koi Kamina hai ye begairat aadmi.,1
Es ke drame bazi khatam nahi hoteen,0
nhi yr itnaa bara bagairat nhi hai,1
kameena admi hay ik number ka,1
haan kameena ho sakta hai,1
ho sakta kia ye ha kameena,1
natak karnay Wala madari,1
Dally ko sharam hi nahee aa rahi,1
Is begherat ka kaam hi logon ki tazleel karna hy,1
kutti ka bacha daramy baz......,1
Yeh nahi shudernay walah,0
aamir ko har shobay me zaleel honay ka aizaz hasil ha,0
banda shaitan hi hai....,0
ye Chutiya hai iskay jitnay followers hain sub chutiya HAIN,1
dramaybaz aik number ka,0
Harami hai Apni monopoly bana raha ha,1
Tareekh gawah hai is se zyada kisi ko pakistan main galiyan nahi pari,0
Yeh mun k boht Bare bachode hain,1
Kutty ki nasal hai dy b raha hai wo b video bana k social media mai charcha ho,1
video bana k social media mai charcha ho is begairat admi ka,1
ghatiya nasal ka admi,1
fazool mai over acting har jaga,0
yeh dramay bazi aur faltoo acting kaise karletay hain,0
Pagal bana nay Mai no 1 Hy ya,0
Zehni mariz lagta hai ye admi,0
Pagal ho gaya hae beechara,0
tum namone baze say baz nhi aye,0
Is ka zehni tawazan thek nahi hai gadhay ka,0
Bahoot bara dramay baz hay yah...,0
Bht Harami hai ye,1
haramiyo ka bap h ye,1
Ajeeb nafsiyati hogaya hai Yh,0
Apni itni achi bv aur bachon ko chor k bilkul hi pagal ho gaya hay,0
ab tu bohat hi chichora hogaya hay,1
dekh k nafrat hoti hay aamir liaqat se,0
Darma baz admi fazol jahil insan ek num ka,1
munafiq khen ka show baziyan karwa lo es sa bs,0
pata NH es ko kis jahil na Dr ke digree de ha,0
es ko to koi Hakeem ke sanad na de jahil admi ko,1
Biryani khaeyga hain karwayy,0
Ghathya aur naa qaabil e aitebaar aadmi,1
chittar lagado zindagi bh police ki izzat afzaii krta rahonga,0
Bara hi ho chutia dramay baz aadmi hai ye,1
Ye pagl ho giya corona ki waja se,0
dimagh pe char gaya ha iska corona chutiye k,1
